TEAM,ELO,YEAR
Capital,1466.93357506566,2015
Albany State (GA),1459.2720843606082,2015
Saint Leo,1457.467241985221,2015
Southeastern Oklahoma State,1464.888783349585,2015
Covenant,1409.0824694137852,2015
Philadelphia Biblical,1425.065449249479,2015
Holy Cross (IN),1444.616825531487,2015
Fontbonne,1418.2014820051822,2015
Midland Lutheran,1470.6777603875482,2015
Cleveland State,1702.5492375940873,2015
Canisius,1522.034455286265,2015
Norfolk State,1509.791126827746,2015
Western Carolina,1531.3054054943198,2015
Ohio State,1965.9766396445198,2015
Daniel Webster,1414.6674308141028,2015
Benedictine-Springfield,1462.2368896738817,2015
Johnson University,1431.5829780448516,2015
San Francisco State,1372.5494338458382,2015
Chicago State,1357.7764106714048,2015
St. Thomas (TX),1315.0147309164215,2015
Iowa,1946.4377311091102,2015
South Carolina State,1267.9498479279387,2015
City College of New York,1427.0299207267399,2015
Missouri S&T,1438.8197309001896,2015
Mars Hill,1363.6268638235865,2015
Muhlenburg,1488.253145507806,2015
Southern Illinois-Edwardsville,1493.91398010184,2015
Kent State,1707.5590720464477,2015
Kennesaw State,1330.380932390797,2015
Virginia Commonwealth,1992.6353279106743,2015
College of New Jersey,1422.8039563900559,2015
Monmouth,1575.3853238890724,2015
Cal State Stanislaus,1468.4488162253097,2015
Oglethorpe,1460.6225261355696,2015
Tusculum,1397.5963885144272,2015
East Texas Baptist,1433.868218598505,2015
Brigham Young-Hawaii,1435.4706762450512,2015
Miami (OH),1595.7784999712278,2015
Bristol University,1393.203371590132,2015
Southeastern,1342.2656943343352,2015
Iowa State,2136.819248549787,2015
Tampa,1488.1773262665909,2015
Tuskegee,1439.8605885367326,2015
Dominican (CA),1393.6872795706222,2015
Citadel,1348.766219795825,2015
Montana State,1337.0069128785267,2015
Swarthmore,1465.4212484231293,2015
Malone,1382.9415956068838,2015
Davidson,1945.225890238269,2015
Ecclesia,1274.8471496410932,2015
Sacramento State,1599.7226565348283,2015
Lees-McRae,1349.7816538706106,2015
Western Illinois,1354.6476909949943,2015
Northwest Oklahoma State,1416.1592666359425,2015
Trinity (TX),1425.625974374819,2015
Fresno State,1744.8964538011953,2015
Mansfield,1473.4641832175946,2015
Trinity International (IL),1448.2938063766385,2015
Indiana-Northwest,1281.2640814601446,2015
Southwestern Oklahoma State,1493.821340860395,2015
Colorado College,1476.4150807675653,2015
Mount St. Joseph,1440.2372390080939,2015
NYU-Poly,1434.7627930755157,2015
Washington,1716.1299717956433,2015
Northland,1489.9183440760908,2015
Columbus State,1483.9860100269393,2015
East Tennessee State,1490.6603127727544,2015
Laroche,1476.8042241238975,2015
Schreiner,1333.4274683257383,2015
Arkansas,2042.8446679642145,2015
Massachusetts-Lowell,1322.6268142520382,2015
Loras,1490.0608485843748,2015
Farmingdale State,1470.0,2015
Louisville,2065.803192074786,2015
Saint Mary's (CA),1805.4770447648432,2015
Anderson (IN),1438.7388141536135,2015
Stillman,1390.9528397932945,2015
Texas-Arlington,1465.5856324112826,2015
Notre Dame,2143.4361193401405,2015
Mary Hardin-Baylor,1470.0,2015
Hartford,1360.728915843997,2015
Washington & Lee,1455.0523714627204,2015
Northern Iowa,2033.600708541808,2015
Bluffton,1484.6804099445058,2015
Coastal Carolina,1684.63486003006,2015
Saint Mary (KS),1468.7226052789815,2015
Alma,1424.9102520196518,2015
Cedarville,1434.3204794764163,2015
Chattanooga,1693.4097598679216,2015
Neumann,1465.0869466372026,2015
Cal State East Bay,1443.6300179389634,2015
Truett-McConnell,1390.2950422794163,2015
Stony Brook,1653.9820138206912,2015
Dallas Christian,1222.4932312135838,2015
St. John's (NY),1953.5425447524603,2015
Lincoln (PA),1467.2840606885406,2015
William Jewell,1440.0628215384172,2015
Texas A&M-Corpus Christi,1657.847927438826,2015
Ohio,1525.9473975144508,2015
Pepperdine,1729.3565264171111,2015
Northwest Nazarene,1430.914665897799,2015
Gardner-Webb,1569.8249700757385,2015
Trinity (CT),1462.5421026591343,2015
Guilford,1441.8970628264008,2015
Central Arkansas,1175.3088550772607,2015
Haskell Indian Nations Institute,1396.1266189985747,2015
South Dakota,1663.9654971914874,2015
New Mexico,1643.6915455159378,2015
Longwood,1377.406611438766,2015
Niagara,1368.9351087440932,2015
Arkansas-Fort Smith,1468.3791248954071,2015
Bethany (CA),1423.9106570273082,2015
West Virginia,1977.1460263969684,2015
Pomona-Pitzer,1399.7351255409078,2015
Winston-Salem,1465.3072750424801,2015
Newberry,1431.822493286905,2015
Mount Vernon Nazarene,1480.145239410252,2015
La Sierra,1302.1136760397337,2015
George Washington,1813.9820891474503,2015
Heidelberg,1492.0670920337523,2015
Arkansas-Monticello,1391.5324862228497,2015
Cal State Maritime,1412.421154856616,2015
Illinois-Springfield,1453.374932077944,2015
Fairfield,1242.816998652952,2015
Hannibal-LaGrange,1296.276006051067,2015
St. Bonaventure,1763.6837493341088,2015
Simpson,1438.0292274473218,2015
Arizona,2242.5920904311683,2015
Wright State,1383.766189998691,2015
McKendree,1465.5922469632662,2015
Loyola (IL),1684.8332250856313,2015
Vermont,1566.3919757661838,2015
Washington State,1700.9096827002022,2015
Southern Methodist,2110.743105693587,2015
Binghamton,1205.9405828081342,2015
Eastern Nazarene,1461.797770341677,2015
Houston,1653.9797130413315,2015
Arlington Baptist,1260.18014622707,2015
Texas Tech,1694.9969285755863,2015
Eastern,1397.9072504768283,2015
UC-Santa Barbara,1768.6953314585237,2015
William Carey,1406.7340875294394,2015
University of the Southwest,1394.2723140714093,2015
Howard Payne,1332.0671853269753,2015
Newbury,1480.6807640537606,2015
Claflin,1375.6812275533932,2015
Indiana-South Bend,1445.75880804213,2015
Auburn Montgomery,1316.325986601348,2015
Minot State,1432.1606275111858,2015
Army,1389.019608148996,2015
Lubbock Christian,1485.2824077918283,2015
Morehouse,1472.7603894663946,2015
Ohio Northern,1483.7115121154081,2015
Arkansas Tech,1481.0470176126837,2015
Alabama,1801.6760868402773,2015
Kansas,2076.6349595461224,2015
North Alabama,1470.813298236187,2015
Rutgers-Camden,1465.5501353246925,2015
Washington Adventist,1330.318487961142,2015
Lehigh,1527.7550163443414,2015
Bethesda University (CA),1421.8986785529748,2015
Northern New Mexico,1282.4201182948934,2015
Northern Illinois,1612.3594272682137,2015
Oakland City,1260.6216549074743,2015
Fort Lewis,1489.1661508721745,2015
Eastern Illinois,1567.8331100909,2015
Louisiana-Monroe,1605.7280370228657,2015
Minnesota-Duluth,1447.599959902425,2015
Chaminade,1337.1861618889761,2015
Sarah Lawrence,1478.3760756645213,2015
Averett,1380.5517953964447,2015
Rockhurst,1340.6896074256235,2015
Austin College,1418.2916099233314,2015
Middle Tennessee,1706.9732343424641,2015
Miles,1363.995573507547,2015
Case Western Reserve,1475.0364534062444,2015
Brigham Young,1963.654146275481,2015
NJIT,1548.9040137982165,2016
Alabama State,1415.1254413453537,2016
Virginia Intermont,1279.879171538188,2016
Maine,1191.4198323914543,2016
Marian,1491.3808246951783,2016
Princeton,1829.2007344091685,2016
St. Gregory's,1380.9117209245844,2016
Evansville,1855.480824304034,2016
Fairmont State,1481.1837018114059,2016
Maryville (MO),1380.4448875116173,2016
Texas College,1440.0866520410575,2016
Antelope Valley,1353.5307483703555,2016
Marywood,1358.882247478078,2016
Wayland Baptist,1363.9027309593853,2016
IPFW,1766.1318437767243,2016
North Carolina State,1854.3862120292463,2016
Talladega,1399.8629229340095,2016
Kentucky,2178.6836527100404,2016
Eastern New Mexico,1449.9750254190733,2016
Huntington,1470.0,2016
Central Baptist,1241.7377858275431,2016
Arizona Christian,1366.9255354057773,2016
Redlands,1423.9944769960287,2016
North Dakota,1554.9486496299198,2016
Langston,1423.8705668734474,2016
Oral Roberts,1586.21959182498,2016
District of Columbia,1405.3551328840053,2016
Alabama A&M,1264.5566883293554,2016
UC-Davis,1531.4997825398527,2016
Oakland,1781.288254147079,2016
Mount St. Mary's,1396.0436007364976,2016
American International,1479.0603533622618,2016
Thomas More,1468.0242896173957,2016
Sacred Heart,1421.567243261157,2016
Wilberforce,1418.3255168392184,2016
Florida International,1466.8172103085017,2016
James Madison,1694.0215438822017,2016
Franklin Pierce,1489.7298805760324,2016
Oberlin,1352.188255338799,2016
Cal State Dominguez Hills,1397.3684944349375,2016
Our Lady of the Lake,1369.1295578948097,2016
Texas-Tyler,1299.5913302009578,2016
North Carolina-Pembroke,1457.9228645371236,2016
Widener,1459.2419153914593,2016
Brescia,1358.808768360409,2016
Illinois,1799.896856608326,2016
Southwest State (MN),1441.4427436658057,2016
North Florida,1649.7904720678143,2016
Louisiana College,1167.4233281390902,2016
Rogers State,1442.74676223441,2016
Erskine,1419.115408923804,2016
Eastern Kentucky,1500.8972202231503,2016
Toledo,1599.2433377829311,2016
Penn State-Altoona,1464.0994563840825,2016
Mid-Atlantic Christian,1384.9963030462807,2016
Eckerd,1456.9388278014437,2016
South Florida,1556.4937256975288,2016
Weber State,1784.7367475233361,2016
Emory & Henry,1422.2031990146565,2016
Boston College,1552.321401842999,2016
Green Bay,1843.7178512999362,2016
Montana State-Billings,1449.5170630977993,2016
North Dakota State,1712.2094284014643,2016
Whitman,1459.348845475622,2016
Santa Clara,1605.7514376392853,2016
Westminster,1463.5120703289488,2016
Carver Bible,1355.230693172508,2016
SUNY-Cobleskill,1425.8871574059926,2016
Southern Utah,1273.6153794161896,2016
Fredonia State,1467.1922943080754,2016
Wyoming,1630.0040265754512,2016
Coastal Georgia,1431.0775126448198,2016
Keystone,1457.1261363632611,2016
Air Force,1584.1036543992966,2016
Simpson (CA),1391.1159808645898,2016
Chadron State,1466.013344743323,2016
Young Harris,1434.0702133501345,2016
Presentation College,1447.931580077063,2016
Cairn,1357.7784634025732,2016
Maryland-Baltimore County,1201.8226527831748,2016
Baruch College,1439.8935880999684,2016
Boise State,1798.001392847256,2016
Flagler,1471.363531655507,2016
Newman,1492.6465248039258,2016
St. Mary's (MD),1464.221937461333,2016
Mary Washington,1459.614019497514,2016
Pennsylvania,1468.7007898192373,2016
Cheyney,1356.9762644555137,2016
Saint Peter's,1550.950203836427,2016
King (TN),1435.7951845231087,2016
Wilmington (OH),1464.5135867494425,2016
SUNY-Oneonta,1486.29679155084,2016
Pensacola Christian,1459.8135051065492,2016
Lake Erie,1449.393439670399,2016
Hawaii Pacific,1419.0324162450547,2016
New Orleans,1317.9612170289313,2016
Roanoke,1442.3947620516253,2016
Lyon,1225.091625726673,2016
Mount Ida College,1386.9491047944134,2016
Salve Regina,1472.8708582075233,2016
Hawaii-Hilo,1384.161445539888,2016
Incarnate Word,1658.996933549151,2016
Robert Morris (IL),1314.6141923219916,2016
Northwest Washington,1465.3011372620329,2016
Fordham,1723.9384657909688,2016
Coker,1410.3803883600751,2016
Lenoir-Rhyne,1415.3775440590518,2016
Merchant Marine,1474.0783166457588,2016
UC-Riverside,1494.5273417126452,2016
Michigan,1973.3835700677837,2016
Denver,1653.7180033951122,2016
Rider,1492.1853215781503,2016
Valparaiso,1907.270533268076,2016
Concordia (MI),1402.3885720257706,2016
Northwest University,1430.0473913087812,2016
Dallas Baptist,1455.0405049547833,2016
St. Thomas Aquinas,1477.4856533660243,2016
New Mexico Highlands,1468.9483726316603,2016
Spalding,1419.8061377495003,2016
Transylvania,1473.4649745384008,2016
Ryerson,1488.681542336707,2016
Virginia Union,1478.9498306784062,2016
Texas-San Antonio,1299.391703685576,2016
Virginia Wise,1244.6342793529025,2016
Northwestern,1841.5808548729249,2016
Wichita State,2005.233008776276,2016
Stanford,1875.3527314258877,2016
Idaho,1652.2244757465687,2016
Voorhees,1349.5123196294157,2016
Colgate,1427.0083926832342,2016
Kenyon,1455.5897006193393,2016
Saint Joseph's,1989.0047392542458,2016
Bridgewater (VA),1379.0768108826423,2016
Kalamazoo,1480.2955574835978,2016
New Mexico State,1814.4031939270267,2016
Boyce,1478.9948068864612,2016
Notre Dame (OH),1406.392683904415,2016
Columbia International,1344.1022851540258,2016
Ave Maria,1323.9625309251085,2016
Winthrop,1711.8508585227366,2016
Georgia Southwestern,1428.1060763774885,2016
Austin Peay,1670.3030520252723,2016
Francis Marion,1496.438558736453,2016
Saginaw Valley State,1444.131645605189,2016
Thomas University,1256.2011846178468,2016
Sewanee,1440.5738383979092,2016
Valley City State,1365.4981394654324,2016
Central State (OH),1477.14570756453,2016
Florida State,1912.751002887391,2016
Edward Waters,1302.1079758732787,2016
Oregon State,1942.5539904656164,2016
UCLA,1827.8341932192452,2016
Georgia State,1550.9284364043885,2016
Tennessee Wesleyan,1440.224583745398,2016
Hendrix,1391.0314544499743,2016
Texas,2027.5527052669468,2016
Lourdes,1480.9613248489109,2016
Loyola Marymount,1637.6478603012492,2016
Grand Canyon,1763.82453496022,2016
Harvard,1661.2507579074102,2016
Drexel,1439.144130301084,2016
Victory,1338.1937838413114,2016
Ferrum,1375.7872440534409,2016
Mid-Continent,1401.4624550274686,2016
Johnson & Wales (NC),1181.8076315257952,2016
Trinity (FL),1397.0918987859009,2016
Florida Christian,1322.959196870475,2016
Albright,1464.3130494893308,2016
IUPUI,1592.3213933057727,2016
Methodist,1405.9734613529859,2016
Oklahoma State,1713.5687611886674,2016
Benedictine (IL),1404.5915868629031,2016
Utica,1464.6555288985628,2016
LeMoyne-Owen,1419.7234015661916,2016
Yale,1868.4770121005427,2016
High Point,1667.7515713077423,2016
Bethune-Cookman,1387.7933305479933,2016
Colorado State,1741.7000445708748,2016
Northwestern State,1352.6395823193375,2016
Mississippi Valley State,1207.1186838431097,2016
Piedmont,1264.9713913567466,2016
Kentucky State,1427.0327153956287,2016
Lewis & Clark,1365.1263076486805,2016
Pacific Union,1361.182718064483,2016
Creighton,1848.5381384827842,2016
Marist,1317.2651256516863,2016
Wagner,1567.5885500359673,2016
Panhandle State,1364.2806502883354,2016
Pacifica,1348.2783710529995,2016
Maryland-Eastern Shore,1320.434819375762,2016
Crowley's Ridge,1275.3677926767443,2016
Loyola (MD),1339.627060763605,2016
Oakwood,1236.4514801840821,2016
Eastern Washington,1539.0705665039477,2016
St. Catharine,1428.015832649083,2016
Wabash,1476.2096378883161,2016
Cardinal Stritch,1465.3011372620329,2016
Sul Ross State,1443.444881043491,2016
Willamette,1385.2805112352682,2016
Indiana,2079.956969584134,2016
Corban,1474.4692608561652,2016
Berry,1474.224312446079,2016
Youngstown State,1465.732516794065,2016
South Carolina,1914.957602295996,2016
Cincinnati-Clermont,1420.412486448008,2016
Georgia,1965.084686166124,2016
Queens (NY),1471.7533625396122,2016
Louisiana State,1895.0892853655105,2016
Madonna,1426.1414812345495,2016
Martin Methodist,1371.206181027225,2016
Southwest Minnesota State,1474.9130533627974,2016
Bethel (TN),1364.013587735467,2016
Southern-New Orleans,1396.46225188815,2016
Utah State,1719.1131558145134,2016
College of Faith,1489.2761108159405,2016
Montreat,1071.1358202887127,2016
Houston Baptist,1542.2311160876116,2016
Nevada,1755.6072544167014,2016
Saint Xavier (IL),1456.7264736277632,2016
Florida College,1382.4282935184574,2016
San Diego Christian,1143.0266040200754,2016
Lincoln (MO),1457.822265875357,2016
Alcorn State,1382.7117414339878,2016
George Fox,1431.0478330772091,2016
Regis,1479.1010712196337,2016
Detroit Mercy,1644.0786369778614,2016
Long Beach State,1834.2159368334108,2016
Cal Lutheran,1415.6092748112524,2016
Suffolk,1375.8778595972121,2016
Susquehanna,1440.781007097904,2016
Judson,1266.546860574729,2016
Texas A&M,2062.7333147399677,2016
Dakota State,1454.7126397300635,2016
Ohio Valley,1437.2956595267462,2016
Pacific (OR),1432.6242594168123,2016
Black Hills State,1407.6907065691942,2016
St. Andrews,1226.3829518516122,2016
Saint Louis,1597.0557892113648,2016
Texas Christian,1736.5945644619344,2016
California Baptist,1475.488298185176,2016
Puget Sound,1476.6195233163512,2016
Hillsdale,1362.923646519947,2016
Eureka,1285.8662621536769,2016
John Carroll,1482.6264052800088,2016
Dalton State,1423.4050823028513,2016
Tennessee,1770.8513887653658,2016
Western Kentucky,1720.9400437332674,2016
Southwestern (TX),1477.3006588605836,2016
Portland,1558.4589145285045,2016
Geneva,1438.6337893342425,2016
Drake,1402.6794755123183,2016
Dayton,1968.3704966716696,2016
Wartburg,1482.5234727707966,2016
Prairie View,1293.7221890520593,2016
Johnson & Wales (CO),1430.3053599184732,2016
Virginia-Lynchburg,1378.514026719233,2016
Graceland (IA),1458.9638978939358,2016
Allen,1189.0890020966335,2016
North Carolina Central,1359.0975557053464,2016
Wisconsin-Superior,1487.610700281122,2016
Pacific Lutheran,1328.7218010101008,2016
Fisher College,1309.5814318958235,2016
Montana Tech,1334.7640945698474,2016
Silver Lake,1471.2676437715288,2016
Wake Forest,1669.7761005734546,2016
Mt. St. Joseph,1461.0217501434547,2016
Michigan Tech,1468.2584275037138,2016
Coe,1456.0983455386165,2016
Emmanuel,1492.7966251692824,2016
Colorado Christian,1326.8326729448895,2016
Warner Southern,1337.8164844358282,2016
Southern Tech,1472.1291658104608,2016
Bacone,1440.937276279611,2016
Arcadia,1442.9024999861945,2016
Upper Iowa,1469.2210585300138,2016
Saint Martin's,1483.3260202586964,2016
Merchant Marine Academy,1479.890368780526,2016
Villanova,2208.7618070776834,2016
Miami (FL),2124.1399811949595,2016
Nebraska,1784.9969839203154,2016
Pine Manor,1466.4905562042438,2016
Buffalo State,1479.3794974274922,2016
Lesley,1438.4096897918614,2016
Nebraska-Omaha,1662.9351077542976,2016
Brewton-Parker,1308.9943381278185,2016
William Jessup,1381.9307027760813,2016
Stephen F. Austin,1993.5396281515616,2016
Hofstra,1835.316009314134,2016
Staten Island,1458.8733135740622,2016
Vanguard,1278.9314478965923,2016
Gallaudet,1463.4262699055482,2016
Presbyterian,1390.3313439823312,2016
Denison,1495.4774287782827,2016
